title	artist	genre	path	tempo	key
Hey Mama (feat. Nicki Minaj, Bebe Rexha, Afrojack)	David Guetta	Dance	/Volumes/Seagate/Music/David Guetta/Hey Mama/01 Hey Mama (feat. Nicki Minaj, Bebe Rexha, Afrojack).mp3	0.0	
Where Them Girls At (feat. Nicki Minaj & Flo Rida)	David Guetta	Pop	/Volumes/Seagate/Music/David Guetta/Nothing But the Beat/01 Where Them Girls At (feat. Nicki Minaj & Flo Rida).mp3	0.0	
Turn Me On (feat. Nicki Minaj)	David Guetta	Pop	/Volumes/Seagate/Music/David Guetta/Nothing But the Beat/03 Turn Me On (feat. Nicki Minaj).mp3	0.0	
Titanium (feat. Sia)	David Guetta	Pop	/Volumes/Seagate/Music/David Guetta/Nothing But the Beat/13 Titanium (feat. Sia).mp3	0.0	
Sexy Chick (feat. Akon)	David Guetta	Dance	/Volumes/Seagate/Music/David Guetta/One Love/03 Sexy Chick (feat. Akon).mp3	0.0	
Memories (feat. Kid Cudi)	David Guetta	Dance	/Volumes/Seagate/Music/David Guetta/One Love/04 Memories (feat. Kid Cudi).mp3	0.0	
Bad (feat.Vassy)	David Guetta & Showtek	Dance	/Volumes/Seagate/Music/David Guetta & Showtek/Bad/01 Bad (feat.Vassy).mp3	0.0	
Endless	De Lorra	Trance	/Volumes/Seagate/Music/De Lorra/A Collection of Past Works/06 Endless.mp3	0.0	
I Like It	DeBarge	Pop	/Volumes/Seagate/Music/DeBarge/All This Love/03 I Like It.mp3	0.0	
A Dream	DeBarge	Blues/R&B	/Volumes/Seagate/Music/DeBarge/In a Special Way/09 A Dream.mp3	0.0	
#thatPOWER (Dead Cat Bounce Remix)	Dead Cat Bounce	Dance	/Volumes/Seagate/Music/Dead Cat Bounce/#thatPOWER (Dead Cat Bounce Remix)/01 #thatPOWER (Dead Cat Bounce Remix).mp3	0.0	
Brazil	Declan McKenna	Easy Listening	/Volumes/Seagate/Music/Declan McKenna/What Do You Think About the Car_/02 Brazil.mp3	0.0	
Bohemian Ballet	Deep Forest	World	/Volumes/Seagate/Music/Deep Forest/Boheme/02 Bohemian Ballet.mp3	0.0	
Deep Folk Song	Deep Forest	World	/Volumes/Seagate/Music/Deep Forest/Boheme/07 Deep Folk Song.mp3	0.0	
Pour Some Sugar On Me	Def Leppard	Rock	/Volumes/Seagate/Music/Def Leppard/Hysteria/Pour Some Sugar On Me.mp3	0.0	
Rock Of Ages	Def Leppard	Rock	/Volumes/Seagate/Music/Def Leppard/Pyromania/07 Rock Of Ages.mp3	0.0	
Five More Hours	Deorro, Chris Brown	Pop	/Volumes/Seagate/Music/Deorro, Chris Brown/Five More Hours/01 Five More Hours.mp3	0.0	
Bane	Destroy Lonely	Hip Hop/Rap	/Volumes/Seagate/Music/Destroy Lonely/Bane/01 Bane.mp3	0.0	
NOSTYLIST	Destroy Lonely	Hip Hop/Rap	/Volumes/Seagate/Music/Destroy Lonely/NS+ (ULTRA)/05 NOSTYLIST.mp3	0.0	
VETERAN (feat. Ken Carson)	Destroy Lonely	Hip Hop/Rap	/Volumes/Seagate/Music/Destroy Lonely/NS+ (ULTRA)/23 VETERAN (feat. Ken Carson).mp3	0.0	
NEVEREVER	Destroy Lonely	Hip Hop/Rap	/Volumes/Seagate/Music/Destroy Lonely/NS+ (ULTRA)/24 NEVEREVER.mp3	0.0	
Where Yo Swag (feat. Vonte*)	Devstacks	Hip Hop/Rap	/Volumes/Seagate/Music/Devstacks/Where Yo Swag/01 Where Yo Swag (feat. Vonte_).mp3	0.0	
The Wanderer	Dion DiMucci	Pop	/Volumes/Seagate/Music/Dion DiMucci/Runaround Sue/05 The Wanderer.mp3	0.0	
Wish (feat. Trippie Redd)	Diplo	Hip Hop/Rap	/Volumes/Seagate/Music/Diplo/California/04 Wish (feat. Trippie Redd).mp3	0.0	
On My Mind	Diplo & SIDEPIECE	Dance	/Volumes/Seagate/Music/Diplo/Do You Dance_/02 On My Mind.mp3	0.0	
My High (with Aminé and Slowthai)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Energy/03 My High (with Aminé and Slowthai).mp3	0.0	
Douha (Mali Mali) (Edit) (with Fatoumata Diawara)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Energy/05 Douha (Mali Mali) (Edit) (with Fatoumata Diawara).mp3	0.0	
Douha (Mali Mali)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Energy/05 Douha (Mali Mali).mp3	0.0	
Energy	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Energy/08 Energy.mp3	0.0	
You & Me [Flume Remix] (feat. Eliza Doolittle)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Flume/10 You & Me [Flume Remix] (feat. Eliza Doolittle).mp3	0.0	
Never Enough	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/01 Never Enough.mp3	0.0	
Another Level	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/04 Another Level.mp3	0.0	
Never Enough (Edit)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/06 Never Enough (Edit).mp3	0.0	
In My Arms (Edit)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/07 In My Arms (Edit).mp3	0.0	
Happening (Edit)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/08 Happening (Edit).mp3	0.0	
Another Level (Edit)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough/09 Another Level (Edit).mp3	0.0	
Never Enough (Dylan C. Greene Remix)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Never Enough (Dylan C. Greene Remix)/01 Never Enough (Dylan C. Greene Remix).mp3	0.0	
Latch (feat. Sam Smith)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Settle/03 Latch (feat. Sam Smith).mp3	0.0	
White Noise (feat. AlunaGeorge)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Settle/05 White Noise (feat. AlunaGeorge).mp3	0.0	
January (feat. Jamie Woon)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Settle/12 January (feat. Jamie Woon).mp3	0.0	
Ultimatum	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Ultimatum/01 Ultimatum.mp3	0.0	
Ultimatum (Edit)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Ultimatum/Ultimatum (Edit).mp3	0.0	
Waterfall (Todd Edwards Remix)	Disclosure	Electronic	/Volumes/Seagate/Music/Disclosure/Waterfall (Todd Edwards Remix)/01 Waterfall (Todd Edwards Remix).mp3	0.0	
You & Me (Flume Remix) (Heggemann Edit)	Disclosure	Dance	/Volumes/Seagate/Music/Disclosure/You & Me (Flume Remix) (Heggemann Edit)/01 You & Me (Flume Remix) (Heggemann Edit).mp3	0.0	
Waterfall	Disclosure, Raye	Dance	/Volumes/Seagate/Music/Disclosure, Raye/Waterfall/01 Waterfall.mp3	0.0	
All I Want Is You	Disco Lines	Dance	/Volumes/Seagate/Music/Disco Lines/All I Want Is You/01 All I Want Is You.mp3	0.0	
BABY GIRL	Disco Lines	Dance	/Volumes/Seagate/Music/Disco Lines/BABY GIRL/01 BABY GIRL.mp3	0.0	
Baby Girl (George IV's UK Sunshine Flip)	Disco Lines	House	/Volumes/Seagate/Music/Disco Lines/Baby Girl (George IV's UK Sunshine Flip)/01 Baby Girl (George IV's UK Sunshine Flip).mp3	0.0	
Love Story (feat. Cassidi)	Disco Lines	Dance	/Volumes/Seagate/Music/Disco Lines/Love Story/01 Love Story (feat. Cassidi).mp3	0.0	
TECHNO + TEQUILA	Disco Lines	Dance	/Volumes/Seagate/Music/Disco Lines/TECHNO + TEQUILA/01 TECHNO + TEQUILA.mp3	0.0	
I See Colors	Disco Lines & Rain Radio	House	/Volumes/Seagate/Music/Disco Lines & Rain Radio/I See Colors/01 I See Colors.mp3	0.0	
Rumbera	Disko	House	/Volumes/Seagate/Music/Disko/Rumbera/01 Rumbera.mp3	0.0	
Sabor	Disko	House	/Volumes/Seagate/Music/Disko/Sabor/01 Sabor.mp3	0.0	
Say So	Doja Cat	Pop	/Volumes/Seagate/Music/Doja Cat/Hot Pink/05 Say So.mp3	0.0	
Juicy	Doja Cat	Pop	/Volumes/Seagate/Music/Doja Cat/Hot Pink/12 Juicy.mp3	0.0	
Miracle Maker (feat. Clementine Douglas)	Dom Dolla	Dance	/Volumes/Seagate/Music/Dom Dolla/Miracle Maker/01 Miracle Maker (feat. Clementine Douglas).mp3	0.0	
San Frandisco	Dom Dolla	Dance	/Volumes/Seagate/Music/Dom Dolla/San Frandisco/01 San Frandisco.mp3	0.0	
Take It	Dom Dolla	Dance	/Volumes/Seagate/Music/Dom Dolla/Take It/01 Take It.mp3	0.0	
American Pie	Don McLean	Folk	/Volumes/Seagate/Music/Don McLean/The Best of Don McLean/01 American Pie.mp3	0.0	
Vincent	Don McLean	Folk	/Volumes/Seagate/Music/Don McLean/The Best of Don McLean/02 Vincent.mp3	0.0	
And I Love You So	Don McLean	Folk	/Volumes/Seagate/Music/Don McLean/The Best of Don McLean/03 And I Love You So.mp3	0.0	
Castles In The Air	Don McLean	Folk	/Volumes/Seagate/Music/Don McLean/The Best of Don McLean/05 Castles In The Air.mp3	0.0	
Everyday	Don McLean	Folk	/Volumes/Seagate/Music/Don McLean/The Best of Don McLean/08 Everyday.mp3	0.0	
Danza Kuduro (feat. Lucenzo)	Don Omar	Pop	/Volumes/Seagate/Music/Don Omar/Don Omar Presents_ Meet the Orphans/14 Danza Kuduro (feat. Lucenzo).mp3	0.0	
Back Up (feat. Wiz Khalifa)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Back Up/01 Back Up (feat. Wiz Khalifa).mp3	0.0	
Best You Had	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Best You Had/01 Best You Had.mp3	0.0	
Do It Right	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Do It Right/01 Do It Right.mp3	0.0	
Mama Mia	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Donny Womack/05 Mama Mia.mp3	0.0	
2 Lil Shorty	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Donny Womack/08 2 Lil Shorty.mp3	0.0	
Video Girl	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Donny Womack/09 Video Girl.mp3	0.0	
Get Off Me	Don Toliver, Chase B	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Get Off Me/01 Get Off Me.mp3	0.0	
Gucci Fiend	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Gucci Fiend/01 Gucci Fiend.mp3	0.0	
Cardigan	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/03 Cardigan.mp3	0.0	
After Party	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/04 After Party.mp3	0.0	
Wasted	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/05 Wasted.mp3	0.0	
Can't Feel My Legs	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/06 Can't Feel My Legs.mp3	0.0	
Had Enough (feat. Quavo & Offset)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/09 Had Enough (feat. Quavo & Offset).mp3	0.0	
No Idea	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Heaven or Hell/12 No Idea.mp3	0.0	
5X	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/02 5X.mp3	0.0	
Way Bigger	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/03 Way Bigger.mp3	0.0	
Flocky Flocky (feat. Travis Scott)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/04 Flocky Flocky (feat. Travis Scott).mp3	0.0	
What You Need	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/05 What You Need.mp3	0.0	
Double Standards	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/06 Double Standards.mp3	0.0	
Get Throwed	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/10 Get Throwed.mp3	0.0	
OUTERSPACE (feat. Baby Keem)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/12 OUTERSPACE (feat. Baby Keem).mp3	0.0	
Smoke (feat. HVN, SoFaygo)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/13 Smoke (feat. HVN, SoFaygo).mp3	0.0	
You (feat. Travis Scott)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/14 You (feat. Travis Scott).mp3	0.0	
Crossfaded	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Life of a Don/15 Crossfaded.mp3	0.0	
No Pole	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Love Sick/01 No Pole.mp3	0.0	
Private Landing (feat. Justin Bieber & Future)	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Love Sick/13 Private Landing (feat. Justin Bieber & Future).mp3	0.0	
On My Line	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/On My Line/01 On My Line.mp3	0.0	
Situation	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/Situation/01 Situation.mp3	0.0	
The Ladder	Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/Don Toliver/The Ladder/01 The Ladder.mp3	0.0	
Trust Issues	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Care Package/04 Trust Issues.mp3	0.0	
Papi’s Home	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/02 Papi_s Home.mp3	0.0	
Girls Want Girls (feat. Lil Baby)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/03 Girls Want Girls (feat. Lil Baby).mp3	0.0	
Fair Trade (feat. Travis Scott)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/06 Fair Trade (feat. Travis Scott).mp3	0.0	
Way 2 Sexy (feat. Future, Young Thug)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/07 Way 2 Sexy (feat. Future, Young Thug).mp3	0.0	
TSU	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/08 TSU.mp3	0.0	
Pipe Down	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/10 Pipe Down.mp3	0.0	
Get Along Better (feat. Ty Dolla $ign)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Certified Lover Boy/17 Get Along Better (feat. Ty Dolla $ign).mp3	0.0	
Pain 1993 (feat. Playboi Carti)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Dark Lane Demo Tapes/10 Pain 1993 (feat. Playboi Carti).mp3	0.0	
A Keeper	Drake	House	/Volumes/Seagate/Music/Drake/Honestly, Nevermind/05 A Keeper.mp3	0.0	
Massive	Drake	House	/Volumes/Seagate/Music/Drake/Honestly, Nevermind/08 Massive.mp3	0.0	
Jimmy Cooks (feat. 21 Savage)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Honestly, Nevermind/14 Jimmy Cooks (feat. 21 Savage).mp3	0.0	
Know Yourself	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/If You're Reading This It's Too Late/04 Know Yourself.mp3	0.0	
Preach (feat. PARTYNEXTDOOR)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/If You're Reading This It's Too Late/09 Preach (feat. PARTYNEXTDOOR).mp3	0.0	
Laugh Now Cry Later (feat. Lil Durk)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Laugh Now Cry Later/01 Laugh Now Cry Later (feat. Lil Durk).mp3	0.0	
Mention Me	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Mention Me/01 Mention Me.mp3	0.0	
Passionfruit	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/More Life/03 Passionfruit.mp3	0.0	
Get It Together (feat. Black Coffee & Jorja Smith)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/More Life/05 Get It Together (feat. Black Coffee & Jorja Smith).mp3	0.0	
Portland (feat. Quavo, Travis Scott)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/More Life/11 Portland (feat. Quavo, Travis Scott).mp3	0.0	
Fake Love	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/More Life/20 Fake Love.mp3	0.0	
Hold On, We're Going Home (feat. Majid Jordan)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Nothing Was the Same/08 Hold On, We're Going Home (feat. Majid Jordan).mp3	0.0	
What’s Next	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scary Hours 2/01 What_s Next.mp3	0.0	
Wants and Needs (feat. Lil Baby)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scary Hours 2/02 Wants and Needs (feat. Lil Baby).mp3	0.0	
Nonstop	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scorpion/02 Nonstop.mp3	0.0	
God's Plan	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scorpion/05 God's Plan.mp3	0.0	
Nice For What	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scorpion/16 Nice For What.mp3	0.0	
In My Feelings	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Scorpion/21 In My Feelings.mp3	0.0	
Search & Rescue	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Search & Rescue/01 Search & Rescue.mp3	0.0	
Headlines	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Take Care/03 Headlines.mp3	0.0	
Take Care	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Take Care/05 Take Care.mp3	0.0	
Marvins Room	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Take Care/06 Marvins Room.mp3	0.0	
HYFR (Hell Ya Fucking Right) (feat. Lil Wayne)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Take Care/16 HYFR (Hell Ya Fucking Right) (feat. Lil Wayne).mp3	0.0	
The Motto (feat. Lil Wayne)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Take Care/19 The Motto (feat. Lil Wayne).mp3	0.0	
Karaoke	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/02 Karaoke.mp3	0.0	
The Resistance	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/03 The Resistance.mp3	0.0	
Over	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/04 Over.mp3	0.0	
Show Me A Good Time	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/05 Show Me A Good Time.mp3	0.0	
Up All Night (feat. Nicki Minaj)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/06 Up All Night (feat. Nicki Minaj).mp3	0.0	
Fancy (feat. T.I. & Swizz Beatz)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/07 Fancy (feat. T.I. & Swizz Beatz).mp3	0.0	
Shut It Down (feat. The-Dream)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/08 Shut It Down (feat. The-Dream).mp3	0.0	
Unforgettable (feat. Young Jeezy)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/09 Unforgettable (feat. Young Jeezy).mp3	0.0	
Light Up (feat. JAY-Z)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/10 Light Up (feat. JAY-Z).mp3	0.0	
Miss Me	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/11 Miss Me.mp3	0.0	
Find Your Love	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/13 Find Your Love.mp3	0.0	
Thank Me Now	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/14 Thank Me Now.mp3	0.0	
Best I Ever Had	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Thank Me Later/15 Best I Ever Had.mp3	0.0	
Toosie Slide	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Toosie Slide/01 Toosie Slide.mp3	0.0	
Controlla	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Views/11 Controlla.mp3	0.0	
One Dance (feat. Wizkid & Kyla)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Views/12 One Dance (feat. Wizkid & Kyla).mp3	0.0	
Too Good (feat. Rihanna)	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Views/16 Too Good (feat. Rihanna).mp3	0.0	
Hotline Bling	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake/Views/20 Hotline Bling.mp3	0.0	
Digital Dash	Drake & Future	Hip Hop/Rap	/Volumes/Seagate/Music/Drake & Future/What a Time to be Alive/01 Digital Dash.mp3	0.0	
Rich Flex	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/01 Rich Flex.mp3	0.0	
BackOutsideBoyz	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/04 BackOutsideBoyz.mp3	0.0	
Spin Bout U	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/06 Spin Bout U.mp3	0.0	
Treacherous Twins	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/08 Treacherous Twins.mp3	0.0	
Circo Loco	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/09 Circo Loco.mp3	0.0	
Pussy & Millions (feat. Travis Scott)	Drake, 21 Savage	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/10 Pussy & Millions (feat. Travis Scott).mp3	0.0	
Jumbotron Shit Poppin	Drake	Hip Hop/Rap	/Volumes/Seagate/Music/Drake, 21 Savage/Her Loss/13 Jumbotron Shit Poppin.mp3	0.0	
Sensitive	Dreamer Isioma	Blues/R&B	/Volumes/Seagate/Music/Dreamer Isioma/Sensitive/01 Sensitive.mp3	0.0	
Skechers	DripReport	Hip Hop/Rap	/Volumes/Seagate/Music/DripReport/Skechers/01 Skechers.mp3	0.0	
Blow Your Mind (OFFset remix)	Dua Lipa	Dance	/Volumes/Seagate/Music/Dua Lipa/Blow Your Mind (OFFset remix)/01 Blow Your Mind (OFFset remix).mp3	0.0	
Blow Your Mind (Mwah)	Dua Lipa	Pop	/Volumes/Seagate/Music/Dua Lipa/Dua Lipa/06 Blow Your Mind (Mwah).mp3	0.0	
Barbra Streisand (Original Mix)	Duck Sauce	Dance	/Volumes/Seagate/Music/Duck Sauce/Barbra Streisand/01 Barbra Streisand (Original Mix).mp3	0.0	
Barbra Streisand (Radio Edit)	Duck Sauce	Dance	/Volumes/Seagate/Music/Duck Sauce/Barbra Streisand/02 Barbra Streisand (Radio Edit).mp3	0.0	
Notorious	Duran Duran	Pop	/Volumes/Seagate/Music/Duran Duran/Notorious/01 Notorious.mp3	0.0	
Santa	Duwap Kaine	Hip Hop/Rap	/Volumes/Seagate/Music/Duwap Kaine/Santa/01 Santa.mp3	0.0	
I Believed It (feat. Mac Miller)	Dvsn & Ty Dolla $ign	Hip Hop/Rap	/Volumes/Seagate/Music/Dvsn & Ty Dolla $ign/Cheers to the Best Memories/11 I Believed It (feat. Mac Miller).mp3	0.0	
Hotel California	Eagles	Rock	/Volumes/Seagate/Music/Eagles/Hotel California/01 Hotel California.mp3	0.0	
Riot!	Earl Sweatshirt	Alternative	/Volumes/Seagate/Music/Earl Sweatshirt/Some Rap Songs/15 Riot!.mp3	0.0	
September	Earth, Wind & Fire	Soul	/Volumes/Seagate/Music/Earth, Wind & Fire/Earth, Wind & Fire_ Greatest Hits/03 September.mp3	0.0	
Boogie Wonderland	Earth, Wind & Fire	Soul	/Volumes/Seagate/Music/Earth, Wind & Fire/I Am/05 Boogie Wonderland.mp3	0.0	
Let's Groove	Earth, Wind & Fire	Soul	/Volumes/Seagate/Music/Earth, Wind & Fire/Raise!/01 Let's Groove.mp3	0.0	
Bank	EarthGang	Hip Hop/Rap	/Volumes/Seagate/Music/EarthGang/Mirrorland/04 Bank.mp3	0.0	
Jeffery (feat. Juice WRLD)	Ecstsy	Hip Hop/Rap	/Volumes/Seagate/Music/Ecstsy/Jeffrey/01 Jeffery (feat. Juice WRLD).mp3	0.0	
Cigarettes (feat. Juice WRLD)	Ecstsy	Hip Hop/Rap	/Volumes/Seagate/Music/Ecstsy/Jeffrey/02 Cigarettes (feat. Juice WRLD).mp3	0.0	
I Don't Care	Ed Sheeran & Justin Bieber	Pop	/Volumes/Seagate/Music/Ed Sheeran/No. 6 Collaborations Project/06 I Don't Care.mp3	0.0	
Antisocial	Ed Sheeran & Travis Scott	Pop	/Volumes/Seagate/Music/Ed Sheeran/No. 6 Collaborations Project/07 Antisocial.mp3	0.0	
Señora Diana La Ví	Eduardo Mateo	World	/Volumes/Seagate/Music/Eduardo Mateo/El Tartamudo/02 Señora Diana La Ví.mp3	0.0	
Stereo Love	Edward Maya, Vika Jigulina	World	/Volumes/Seagate/Music/Edward Maya, Vika Jigulina/Stereo Love/01 Stereo Love.mp3	0.0	
Blue (Da Ba Dee)	Eiffel 65	Electronic	/Volumes/Seagate/Music/Eiffel 65/Blue (Da Ba Dee)/01 Blue (Da Ba Dee).mp3	0.0	
Brujeria	El Gran Combo de Puerto Rico	World	/Volumes/Seagate/Music/El Gran Combo de Puerto Rico/Aqui No Se Sienta Nadie/06 Brujeria.mp3	0.0	
Bella Ciao (HUGEL Remix)	El Profesor	House	/Volumes/Seagate/Music/El Profesor/Bella Ciao (HUGEL Remix)/01 Bella Ciao (HUGEL Remix).mp3	0.0	
Mr. Blue Sky	Electric Light Orchestra	Pop	/Volumes/Seagate/Music/Electric Light Orchestra/Out of the Blue/13 Mr. Blue Sky.mp3	0.0	
B.O.T.A. (Baddest Of Them All)	Eliza Rose	Dance	/Volumes/Seagate/Music/Eliza Rose/B.O.T.A. (Baddest Of Them All)/01 B.O.T.A. (Baddest Of Them All).mp3	0.0	
Lights	Ellie Goulding	Pop	/Volumes/Seagate/Music/Ellie Goulding/Lights/11 Lights.mp3	0.0	
On My Mind	Ellie Goulding	Pop	/Volumes/Seagate/Music/Ellie Goulding/On My Mind/01 On My Mind.mp3	0.0	
Close To Me (feat. Swae Lee)	Ellie Goulding & Diplo	Pop	/Volumes/Seagate/Music/Ellie Goulding & Diplo/Close To Me/Close To Me (feat. Swae Lee).mp3	0.0	
Hate Me	Ellie Goulding & Juice WRLD	Pop	/Volumes/Seagate/Music/Ellie Goulding & Juice WRLD/Hate Me/01 Hate Me.mp3	0.0	
